0 0 -103.923048 -0.000000 1.000000 
1 0 -103.923048 -1.000000 1.000000 
2 0 -103.923048 -2.000000 1.000000 
3 0 -103.923048 -3.000000 1.000000 
4 0 -103.923048 -4.000000 1.000000 
5 0 -103.923048 -5.000000 1.000000 
6 0 -103.923048 -6.000000 1.000000 
7 0 -103.923048 -7.000000 1.000000 
8 0 -103.923048 -8.000000 1.000000 
9 0 -103.923048 -9.000000 1.000000 
10 0 -103.923048 -10.000000 1.000000 
11 0 -103.923048 -11.000000 1.000000 
12 0 -103.923048 -12.000000 1.000000 
13 0 -103.923048 -13.000000 1.000000 
14 0 -103.923048 -14.000000 1.000000 
15 0 -103.923048 -15.000000 1.000000 
16 0 -103.923048 -16.000000 1.000000 
17 0 -103.923048 -17.000000 1.000000 
18 0 -103.923048 -18.000000 1.000000 
19 0 -103.923048 -19.000000 1.000000 
20 0 -103.923048 -20.000000 1.000000 
21 0 -103.923048 -21.000000 1.000000 
22 0 -103.923048 -22.000000 1.000000 
23 0 -103.923048 -23.000000 1.000000 
0 1 -103.057023 -0.500000 1.000000 
1 1 -103.057023 -1.500000 1.000000 
2 1 -103.057023 -2.500000 1.000000 
3 1 -103.057023 -3.500000 1.000000 
4 1 -103.057023 -4.500000 1.000000 
5 1 -103.057023 -5.500000 1.000000 
6 1 -103.057023 -6.500000 1.000000 
7 1 -103.057023 -7.500000 1.000000 
8 1 -103.057023 -8.500000 1.000000 
9 1 -103.057023 -9.500000 1.000000 
10 1 -103.057023 -10.500000 1.000000 
11 1 -103.057023 -11.500000 1.000000 
12 1 -103.057023 -12.500000 1.000000 
13 1 -103.057023 -13.500000 1.000000 
14 1 -103.057023 -14.500000 1.000000 
15 1 -103.057023 -15.500000 1.000000 
16 1 -103.057023 -16.500000 1.000000 
17 1 -103.057023 -17.500000 1.000000 
18 1 -103.057023 -18.500000 1.000000 
19 1 -103.057023 -19.500000 1.000000 
20 1 -103.057023 -20.500000 1.000000 
21 1 -103.057023 -21.500000 1.000000 
22 1 -103.057023 -22.500000 1.000000 
23 1 -103.057023 -23.500000 1.000000 
0 2 -102.190998 -0.000000 1.000000 
1 2 -102.190998 -1.000000 1.000000 
2 2 -102.190998 -2.000000 1.000000 
3 2 -102.190998 -3.000000 1.000000 
4 2 -102.190998 -4.000000 1.000000 
5 2 -102.190998 -5.000000 1.000000 
6 2 -102.190998 -6.000000 1.000000 
7 2 -102.190998 -7.000000 1.000000 
8 2 -102.190998 -8.000000 1.000000 
9 2 -102.190998 -9.000000 1.000000 
10 2 -102.190998 -10.000000 1.000000 
11 2 -102.190998 -11.000000 1.000000 
12 2 -102.190998 -12.000000 1.000000 
13 2 -102.190998 -13.000000 1.000000 
14 2 -102.190998 -14.000000 1.000000 
15 2 -102.190998 -15.000000 1.000000 
16 2 -102.190998 -16.000000 1.000000 
17 2 -102.190998 -17.000000 1.000000 
18 2 -102.190998 -18.000000 1.000000 
19 2 -102.190998 -19.000000 1.000000 
20 2 -102.190998 -20.000000 1.000000 
21 2 -102.190998 -21.000000 1.000000 
22 2 -102.190998 -22.000000 1.000000 
23 2 -102.190998 -23.000000 1.000000 
0 3 -101.324972 -0.500000 1.000000 
1 3 -101.324972 -1.500000 1.000000 
2 3 -101.324972 -2.500000 1.000000 
3 3 -101.324972 -3.500000 1.000000 
4 3 -101.324972 -4.500000 1.000000 
5 3 -101.324972 -5.500000 1.000000 
6 3 -101.324972 -6.500000 1.000000 
7 3 -101.324972 -7.500000 1.000000 
8 3 -101.324972 -8.500000 1.000000 
9 3 -101.324972 -9.500000 1.000000 
10 3 -101.324972 -10.500000 1.000000 
11 3 -101.324972 -11.500000 1.000000 
12 3 -101.324972 -12.500000 1.000000 
13 3 -101.324972 -13.500000 1.000000 
14 3 -101.324972 -14.500000 1.000000 
15 3 -101.324972 -15.500000 1.000000 
16 3 -101.324972 -16.500000 1.000000 
17 3 -101.324972 -17.500000 1.000000 
18 3 -101.324972 -18.500000 1.000000 
19 3 -101.324972 -19.500000 1.000000 
20 3 -101.324972 -20.500000 1.000000 
21 3 -101.324972 -21.500000 1.000000 
22 3 -101.324972 -22.500000 1.000000 
23 3 -101.324972 -23.500000 1.000000 
0 4 -100.458947 -0.000000 1.000000 
1 4 -100.458947 -1.000000 1.000000 
2 4 -100.458947 -2.000000 1.000000 
3 4 -100.458947 -3.000000 1.000000 
4 4 -100.458947 -4.000000 1.000000 
5 4 -100.458947 -5.000000 1.000000 
6 4 -100.458947 -6.000000 1.000000 
7 4 -100.458947 -7.000000 1.000000 
8 4 -100.458947 -8.000000 1.000000 
9 4 -100.458947 -9.000000 1.000000 
10 4 -100.458947 -10.000000 1.000000 
11 4 -100.458947 -11.000000 1.000000 
12 4 -100.458947 -12.000000 1.000000 
13 4 -100.458947 -13.000000 1.000000 
14 4 -100.458947 -14.000000 1.000000 
